id_estudiante,programa,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,solemne_1,solemne_2,solemne_3,solemne_4
296,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44, 37, 28]",-1,-1,6.8,6.4,6.6,6.6
297,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,6.0,6.0,6.1,6.0
298,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,6.5,5.5,5.1,5.7
299,INGENIERIA EN COMPUTACION E INFORMATICA,11,20,"[25, 17, 4, 26, 23, 0, 42, 32, 13, 18]",[28],-1,-1,4.2,5.8,3.1,3.0
300,INGENIERIA CIVIL INFORMATICA,7,32,-1,-1,-1,-1,5.6,4.5,4.7,4.6
301,INGENIERIA EN COMPUTACION E INFORMATICA,22,17,"[25, 17, 4, 26, 29, 23, 0, 10, 3, 42]","[6, 44, 37, 28]",-1,-1,4.8,6.3,5.6,5.6
302,INGENIERIA CIVIL INDUSTRIAL,14,17,"[25, 17, 4, 26, 29, 0, 22, 32, 13, 18, 35]","[9, 2, 33]",-1,-1,5.6,4.1,2.9,4.2
303,INGENIERIA CIVIL INDUSTRIAL,14,17,"[25, 17, 4, 26, 29, 0, 22, 10, 7, 32, 13, 18, 35]",[44],-1,-1,6.6,5.5,4.0,5.4
304,INGENIERIA EN COMPUTACION E INFORMATICA,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 35]","[6, 1, 44, 37, 28]",-1,-1,7.0,5.9,6.0,6.3
305,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]",[44],-1,-1,5.7,6.6,6.1,6.1
306,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 26, 29, 22, 10, 3, 42, 32, 18]","[6, 37]",-1,-1,6.4,6.2,6.2,6.2
307,INGENIERIA EN COMPUTACION E INFORMATICA,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28, 9, 2]",-1,-1,6.6,6.0,5.4,6.0
308,INGENIERIA CIVIL INFORMATICA,23,8,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]","[6, 1, 44, 37, 28, 12, 38, 9]",-1,-1,6.8,6.7,6.2,6.6
309,INGENIERIA EN COMPUTACION E INFORMATICA,10,37,"[25, 17, 29, 22, 3, 42, 32, 13]","[44, 37]",-1,-1,5.5,5.0,5.0,5.0
310,INGENIERIA CIVIL INDUSTRIAL,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28]",-1,-1,7.0,6.3,6.5,6.6
311,INGENIERIA CIVIL INDUSTRIAL,23,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]","[6, 1, 44]",-1,-1,5.8,5.8,6.8,6.1
312,INGENIERIA CIVIL INDUSTRIAL,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 13, 18]",-1,-1,-1,6.2,6.0,5.8,6.0
313,INGENIERIA CIVIL INDUSTRIAL,15,24,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 37, 28]",-1,-1,6.9,5.6,5.9,6.1
314,INGENIERIA CIVIL INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 3, 32, 18, 35]","[6, 1, 44]",-1,-1,6.6,5.2,5.7,5.8
315,INGENIERIA CIVIL INDUSTRIAL,16,23,"[25, 17, 4, 26, 23, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44, 28]",-1,-1,6.7,6.6,6.8,6.7
316,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 32, 13, 35]",[37],-1,-1,6.9,6.3,4.7,6.0
317,INGENIERIA CIVIL INDUSTRIAL,16,15,"[25, 17, 4, 26, 23, 0, 22, 10, 3, 42, 18, 35]","[6, 1, 44, 38]",-1,-1,6.6,5.8,6.4,6.3
318,INGENIERIA CIVIL INFORMATICA,1,30,-1,[1],-1,-1,6.8,6.0,6.4,6.4
319,INGENIERIA CIVIL INFORMATICA,16,15,"[17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 18, 35]","[6, 1, 44, 37]",-1,-1,6.2,6.1,6.5,5.8
320,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 35]","[6, 1, 44, 38]",-1,-1,5.4,4.9,5.2,5.2
321,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,5.7,5.4,3.7,4.9
322,INGENIERIA INDUSTRIAL,0,16,-1,-1,-1,-1,6.2,6.4,5.8,6.1
323,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,4.2,1.0,2.9,2.7
324,INGENIERIA CIVIL INFORMATICA,22,9,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 44, 11, 37, 21, 38, 9]",-1,-1,6.2,6.6,6.0,6.3
325,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,6.3,6.3,6.6,6.4
326,INGENIERIA CIVIL INDUSTRIAL,20,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[1, 44, 37, 28]",-1,-1,6.6,5.8,6.0,6.1
327,INGENIERIA CIVIL INDUSTRIAL,0,31,-1,-1,-1,-1,5.9,4.2,6.2,5.9
328,INGENIERIA INDUSTRIAL,5,34,"[17, 26, 0, 3]",[44],-1,-1,6.4,3.4,4.1,4.6
329,INGENIERIA CIVIL INFORMATICA,27,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18]","[6, 1, 44, 37, 9]",-1,-1,5.1,6.1,6.8,6.0
330,INGENIERIA CIVIL INDUSTRIAL,11,28,"[25, 4, 26, 29, 23, 0, 22, 3, 32, 13, 18]",-1,-1,-1,5.8,6.2,4.8,5.6
331,INGENIERIA EN COMPUTACION E INFORMATICA,14,10,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]",-1,-1,-1,6.4,6.4,5.8,6.2
332,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]","[6, 1, 44]",-1,-1,6.6,5.1,6.0,5.9
333,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44]",-1,-1,6.9,6.4,6.4,6.6
334,INGENIERIA CIVIL INDUSTRIAL,12,19,"[17, 4, 23, 10, 3, 42, 32, 18]","[6, 1, 44, 38]",-1,-1,6.0,4.4,6.2,5.5
335,INGENIERIA CIVIL INDUSTRIAL,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 32, 18]","[6, 44]",-1,-1,7.0,5.7,5.4,6.0
336,INGENIERIA CIVIL INDUSTRIAL,20,11,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 37]",-1,-1,6.6,5.4,2.8,4.9
337,INGENIERIA EN COMPUTACION E INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 32, 13, 35]","[6, 44, 37, 28]",-1,-1,6.5,5.9,5.8,6.1
338,INGENIERIA CIVIL INFORMATICA,4,27,"[25, 17]","[6, 44]",-1,-1,5.1,4.9,4.4,4.4
339,INGENIERIA EN COMPUTACION E INFORMATICA,16,23,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]","[1, 44, 37, 9]",-1,-1,6.7,5.6,5.0,5.8
340,INGENIERIA CIVIL INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18]","[6, 1, 44, 37, 28]",-1,-1,7.0,5.4,6.2,6.2
341,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44]",-1,-1,6.8,6.5,5.2,6.5
342,INGENIERIA EN COMPUTACION E INFORMATICA,23,16,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42, 32, 18, 35]","[1, 44, 28]",-1,-1,6.2,6.1,6.4,6.2
343,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,4.4,4.4,3.6,4.1
344,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 28, 12]",-1,-1,3.8,5.4,6.8,5.3
345,INGENIERIA CIVIL INFORMATICA,27,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44]",-1,-1,6.4,5.4,5.5,5.8
346,INGENIERIA CIVIL INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32]","[6, 1, 44, 38]",-1,-1,7.0,7.0,5.3,6.4
347,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 10, 3, 42, 18, 35]","[1, 44]",-1,-1,5.8,5.5,4.3,5.2
348,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 23, 3, 42, 7, 32, 13, 18, 35]","[6, 44, 37, 28]",-1,-1,4.7,5.7,5.0,5.1
349,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]","[6, 1, 44]",-1,-1,6.5,5.4,7.0,6.3
350,INGENIERIA CIVIL INDUSTRIAL,14,17,"[25, 17, 4, 26, 23, 0, 22, 10, 3, 42, 18, 35]","[6, 44]",-1,-1,4.8,5.0,4.1,4.6
351,INGENIERIA CIVIL INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44]",-1,-1,6.6,5.7,5.9,6.1
352,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]","[6, 1, 44, 37]",-1,-1,6.6,6.4,5.7,6.2
353,INGENIERIA CIVIL INDUSTRIAL,18,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 37]",-1,-1,7.0,5.6,6.4,6.3
354,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,6.0,4.9,4.6,5.2
355,INGENIERIA CIVIL INFORMATICA,12,27,"[25, 17, 4, 26, 29, 22, 10, 3, 42, 32, 18, 35]",-1,-1,-1,6.4,4.8,5.2,5.5
356,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,4.0,2.0,2.5,2.8
357,INGENIERIA CIVIL INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,6.2,6.4,5.9,6.4
358,INGENIERIA CIVIL INDUSTRIAL,12,27,"[25, 17, 26, 23, 0, 3, 42, 18, 35]","[1, 44, 38]",-1,-1,4.4,4.8,6.6,5.3
359,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,6.7,5.2,4.9,5.6
360,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 10, 3, 32, 18]","[6, 1]",-1,-1,6.6,6.2,6.2,6.3
361,INGENIERIA CIVIL INDUSTRIAL,25,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 1, 44]",-1,-1,4.8,5.3,6.2,5.4
362,INGENIERIA CIVIL INFORMATICA,29,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 35]","[6, 1, 44, 28]",-1,-1,7.0,7.0,6.0,6.7
363,INGENIERIA CIVIL INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 37, 28]",-1,-1,6.3,5.5,5.8,5.9
364,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 13, 18, 35]","[1, 44]",-1,-1,6.0,5.9,5.8,5.9
365,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",[44],-1,-1,6.2,5.9,6.6,6.2
366,INGENIERIA CIVIL INDUSTRIAL,10,21,"[23, 3, 42, 18, 35]","[6, 1, 44, 37, 28]",-1,-1,5.0,6.3,4.2,5.2
367,INGENIERIA CIVIL INDUSTRIAL,9,30,"[17, 4, 22, 10]","[6, 1, 44, 37, 28]",-1,-1,6.1,4.4,5.7,5.4
368,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",[6],-1,-1,6.3,4.2,5.0,5.2
369,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10]","[6, 1, 44, 37, 28, 38]",-1,-1,6.3,5.5,5.0,5.6
370,INGENIERIA CIVIL INFORMATICA,22,9,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18]","[6, 1, 44, 37, 28, 12, 38, 9]",-1,-1,7.0,6.8,6.2,6.7
371,INGENIERIA CIVIL INDUSTRIAL,14,17,"[17, 4, 26, 29, 23, 0, 22, 3, 42, 32, 18]","[6, 1, 44]",-1,-1,6.6,6.1,6.8,6.5
372,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,6.9,6.0,5.9,6.3
373,INGENIERIA CIVIL INFORMATICA,20,19,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42]","[6, 1, 44, 37]",-1,-1,6.4,6.7,6.2,6.4
374,INGENIERIA CIVIL INDUSTRIAL,13,18,"[25, 17, 4, 26, 22, 10, 32, 18, 35]","[6, 1, 44, 28]",-1,-1,7.0,4.4,4.9,5.4
375,INGENIERIA INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 44, 37, 28]",-1,-1,6.2,5.9,6.6,6.2
376,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]","[6, 44, 28]",-1,-1,7.0,5.8,6.4,6.4
377,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]","[6, 1, 44, 37, 28]",-1,-1,6.8,6.5,6.4,6.6
378,INGENIERIA CIVIL INFORMATICA,17,22,"[25, 4, 26, 29, 23, 0, 22, 10, 7, 18, 35]",-1,-1,-1,6.2,5.6,6.6,6.1
379,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18]","[6, 1, 44]",-1,-1,7.0,6.7,5.9,6.5
380,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]",[6],-1,-1,3.7,6.6,5.5,3.7
381,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 0, 3, 42, 32, 13, 35]","[6, 44, 37]",-1,-1,2.0,2.4,2.1,2.1
382,INGENIERIA CIVIL INDUSTRIAL,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]","[6, 1, 44, 28]",-1,-1,6.6,6.3,6.4,6.4
383,INGENIERIA CIVIL INFORMATICA,26,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,6.2,5.2,6.1,5.8
384,INGENIERIA CIVIL INFORMATICA,13,18,"[25, 17, 4, 26, 29, 0, 22, 10, 3]","[6, 1, 44, 37]",-1,-1,5.8,7.0,5.1,6.0
385,INGENIERIA CIVIL INDUSTRIAL,20,27,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 28]",-1,-1,6.8,6.4,7.0,6.7
386,INGENIERIA CIVIL INDUSTRIAL,7,17,"[25, 17, 4, 26, 29, 0, 22]",-1,-1,-1,1.0,2.4,1.0,1.5
387,INGENIERIA CIVIL INFORMATICA,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[1, 38]",-1,-1,5.7,5.9,4.5,5.4
388,INGENIERIA CIVIL INFORMATICA,25,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 37, 28, 12, 21, 38, 9]",-1,-1,6.8,6.6,6.3,6.6
389,INGENIERIA CIVIL INFORMATICA,16,23,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18]",-1,-1,-1,6.9,7.0,7.0,7.0
390,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]","[6, 1, 44]",-1,-1,7.0,4.9,6.0,6.0
391,INGENIERIA CIVIL INFORMATICA,15,24,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,5.8,6.8,7.0,6.5
392,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 38]",-1,-1,5.9,6.8,6.6,6.4
393,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42]","[6, 1, 44, 37, 12]",-1,-1,7.0,7.0,5.9,6.6
394,INGENIERIA EN COMPUTACION E INFORMATICA,8,23,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,6.3,5.6,4.6,5.5
395,INGENIERIA EN COMPUTACION E INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 35]","[6, 1, 44, 37, 28]",-1,-1,6.8,5.2,5.0,5.7
396,INGENIERIA CIVIL INDUSTRIAL,20,11,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]","[6, 1, 44, 37, 28, 12, 38]",-1,-1,7.0,6.3,6.6,6.6
397,INGENIERIA CIVIL INFORMATICA,26,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,7.0,4.1,5.6,5.6
398,INGENIERIA INDUSTRIAL,17,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]","[6, 1, 44, 28, 38]",-1,-1,6.6,6.6,4.7,6.0
399,INGENIERIA CIVIL INDUSTRIAL,21,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]","[1, 44, 37, 28, 12, 38, 8, 33]",-1,-1,6.6,6.7,6.8,6.7
400,INGENIERIA CIVIL INDUSTRIAL,18,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 38]",-1,-1,5.3,4.2,6.5,5.3
401,INGENIERIA CIVIL INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 37, 38]",-1,-1,5.4,5.6,6.8,5.9
402,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 32, 13, 35]","[6, 1, 44, 37, 28]",-1,-1,7.0,6.1,6.2,6.4
403,INGENIERIA CIVIL INFORMATICA,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 28, 38]",-1,-1,2.2,5.4,6.5,6.0
404,INGENIERIA EN COMPUTACION E INFORMATICA,22,9,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 1, 44, 37, 28, 12, 38]",-1,-1,6.0,6.3,6.0,6.1
405,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18]",-1,-1,-1,5.7,6.4,4.7,5.6
406,INGENIERIA CIVIL INDUSTRIAL,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28, 12]",-1,-1,7.0,7.0,7.0,7.0
407,INGENIERIA CIVIL INDUSTRIAL,17,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,7.0,6.7,7.0,6.9
408,INGENIERIA CIVIL INDUSTRIAL,12,27,"[25, 4, 23, 0, 3, 42, 32, 18]","[6, 1, 44, 37]",-1,-1,4.5,5.2,4.8,4.8
409,INGENIERIA EN COMPUTACION E INFORMATICA,21,10,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 13]","[6, 1, 44, 37, 28, 12, 21, 38, 8]",-1,-1,6.4,6.5,6.4,6.4
410,INGENIERIA CIVIL INFORMATICA,20,11,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 1, 44, 28, 9]",-1,-1,4.7,5.8,6.0,5.5
411,INGENIERIA CIVIL INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 42, 7, 32, 35]",[44],-1,-1,5.3,6.1,5.1,5.5
412,INGENIERIA CIVIL INDUSTRIAL,22,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 42, 32, 18]","[6, 1, 44, 38]",-1,-1,6.3,6.4,5.9,6.2
413,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 35]","[1, 44]",-1,-1,6.9,5.7,6.5,6.4
414,INGENIERIA CIVIL INDUSTRIAL,13,18,"[25, 4, 26, 29, 0, 22, 10, 3]","[6, 1, 44, 37, 28]",-1,-1,6.0,2.1,5.7,4.6
415,INGENIERIA CIVIL INFORMATICA,20,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18]",[37],-1,-1,6.4,6.6,6.8,6.6
416,INGENIERIA CIVIL INFORMATICA,21,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]","[6, 1, 44, 37, 28, 12, 21, 9, 2]",-1,-1,5.8,6.9,6.1,6.3
417,INGENIERIA CIVIL INDUSTRIAL,24,15,"[25, 17, 4, 26, 29, 23, 22, 10, 42, 32, 35]","[6, 1, 44, 37, 12]",-1,-1,6.8,6.3,6.4,6.5
418,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 42]","[6, 1, 44, 37, 28]",-1,-1,7.0,6.9,6.6,6.8
419,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 42, 32, 35]","[6, 44, 37, 28]",-1,-1,6.4,5.6,5.8,5.9
420,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[17, 4, 26, 29, 23, 22, 10, 3, 42, 32, 13]",[44],-1,-1,7.0,6.7,6.7,6.7
421,INGENIERIA CIVIL INDUSTRIAL,14,25,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32, 18]","[37, 9]",-1,-1,5.2,6.4,6.2,5.9
422,INGENIERIA CIVIL INDUSTRIAL,12,27,"[25, 17, 4, 26, 29, 23, 0, 42, 32, 18, 35]",[1],-1,-1,5.0,4.0,5.8,4.9
423,INGENIERIA CIVIL INFORMATICA,9,22,"[17, 4, 26, 29, 23, 3, 32, 13]",[44],-1,-1,4.0,3.8,3.2,3.7
424,INGENIERIA CIVIL INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 35]","[6, 1, 44, 28]",-1,-1,6.8,6.2,6.6,6.5
425,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]",-1,-1,-1,6.4,6.6,5.1,6.0
426,INGENIERIA EN COMPUTACION E INFORMATICA,20,27,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 18, 35]","[6, 1, 44, 37, 28, 38]",-1,-1,6.9,6.5,6.4,6.6
427,INGENIERIA EN COMPUTACION E INFORMATICA,18,21,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 44, 37, 28]",-1,-1,5.3,6.5,5.6,5.8
428,INGENIERIA CIVIL INDUSTRIAL,18,13,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]","[1, 44, 38]",-1,-1,7.0,6.0,7.0,6.7
429,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 0, 10, 3, 42, 32, 18, 35]","[6, 1, 44]",-1,-1,5.5,6.8,5.5,5.9
430,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 0, 22, 10, 32, 13]","[11, 37, 28, 8, 48]",-1,-1,6.8,5.5,4.0,5.4
431,INGENIERIA CIVIL INDUSTRIAL,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18]","[6, 1, 44, 11, 37, 28, 12]",-1,-1,6.0,7.0,6.0,6.4
432,INGENIERIA CIVIL INFORMATICA,30,9,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 35]","[6, 1, 44, 37, 28, 12, 21, 38, 9]",-1,-1,5.0,6.2,6.3,5.8
433,INGENIERIA CIVIL INFORMATICA,19,12,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]","[6, 44, 37, 28]",-1,-1,5.8,5.3,6.1,5.9
434,INGENIERIA CIVIL INFORMATICA,5,11,"[25, 17, 4, 26, 29]",-1,-1,-1,6.6,5.1,6.2,6.0
435,INGENIERIA CIVIL INFORMATICA,17,14,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 35]","[6, 44, 37, 21]",-1,-1,6.2,6.6,6.2,6.3
436,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 42]","[6, 1, 44, 37, 12]",-1,-1,6.3,6.5,6.0,4.9
437,INGENIERIA CIVIL INFORMATICA,21,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13]",[37],-1,-1,6.3,4.9,5.8,5.7
438,INGENIERIA EN COMPUTACION E INFORMATICA,16,23,"[25, 17, 4, 26, 23, 3, 42, 32]",-1,-1,-1,5.9,5.8,5.1,5.6
