rut,programa,hito1,hito2,hito3,hito4,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,sol1,sol2,sol3,sol4
377,INGENIERIA CIVIL INDUSTRIAL,18,7,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:35,:6:1:44:37:28,,,6.8,6.5,6.4,6.6
378,INGENIERIA CIVIL INFORMATICA,17,0,0,0,17,22,:25:4:26:29:23:0:22:10:7:18:35,,,,6.2,5.6,6.6,6.1
379,INGENIERIA CIVIL INDUSTRIAL,25,3,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18,:6:1:44,,,7.0,6.7,5.9,6.5
382,INGENIERIA CIVIL INDUSTRIAL,18,5,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:18,:6:1:44:28,,,6.6,6.3,6.4,6.4
383,INGENIERIA CIVIL INFORMATICA,27,15,0,0,26,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,6.2,5.2,6.1,5.8
384,INGENIERIA CIVIL INFORMATICA,13,5,0,0,13,18,:25:17:4:26:29:0:22:10:3,:6:1:44:37,,,5.8,7.0,5.1,6.0
385,INGENIERIA CIVIL INDUSTRIAL,27,5,0,0,20,27,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:28,,,6.8,6.4,7.0,6.7
387,INGENIERIA CIVIL INFORMATICA,27,2,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:1:38,,,5.7,5.9,4.5,5.4
388,INGENIERIA CIVIL INFORMATICA,27,12,0,0,25,14,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:28:12:21:38:9,,,6.8,6.6,6.3,6.6
389,INGENIERIA CIVIL INFORMATICA,24,0,0,0,16,23,:25:17:4:26:29:23:0:22:10:3:42:32:13:18,,,,6.9,7.0,7.0,7.0
390,INGENIERIA CIVIL INDUSTRIAL,18,3,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:18,:6:1:44,,,7.0,4.9,6.0,6.0
391,INGENIERIA CIVIL INFORMATICA,13,0,0,0,15,24,:25:17:4:26:29:23:0:22:10,,,,5.8,6.8,7.0,6.5
392,INGENIERIA CIVIL INDUSTRIAL,22,4,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:38,,,5.9,6.8,6.6,6.4
393,INGENIERIA CIVIL INFORMATICA,15,6,0,0,15,16,:25:17:4:26:29:23:0:22:3:42,:6:1:44:37:12,,,7.0,7.0,5.9,6.6
394,INGENIERIA EN COMPUTACION E INFORMATICA,12,0,0,0,8,23,:25:17:4:26:29:0:22:10,,,,6.3,5.6,4.6,5.5
395,INGENIERIA EN COMPUTACION E INFORMATICA,18,7,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:32:35,:6:1:44:37:28,,,6.8,5.2,5.0,5.7
396,INGENIERIA CIVIL INDUSTRIAL,20,9,0,0,20,11,:25:17:4:26:29:23:0:22:10:3:42:32:18,:6:1:44:37:28:12:38,,,7.0,6.3,6.6,6.6
397,INGENIERIA CIVIL INFORMATICA,27,15,0,0,26,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,7.0,4.1,5.6,5.6
398,INGENIERIA INDUSTRIAL,18,6,0,0,17,15,:25:17:4:26:29:23:0:22:10:3:42:35,:6:1:44:28:38,,,6.6,6.6,4.7,6.0
399,INGENIERIA CIVIL INDUSTRIAL,20,13,0,0,21,18,:25:17:4:26:29:23:0:22:10:3:42:32:18,:1:44:37:28:12:38:8:33,,,6.6,6.7,6.8,6.7
400,INGENIERIA CIVIL INDUSTRIAL,22,4,0,0,18,21,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:38,,,5.3,4.2,6.5,5.3
401,INGENIERIA CIVIL INDUSTRIAL,22,6,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37:38,,,5.4,5.6,6.8,5.9
402,INGENIERIA CIVIL INDUSTRIAL,22,7,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:32:13:35,:6:1:44:37:28,,,7.0,6.1,6.2,6.4
404,INGENIERIA EN COMPUTACION E INFORMATICA,26,9,0,0,22,9,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:1:44:37:28:12:38,,,6.0,6.3,6.0,6.1
405,INGENIERIA EN COMPUTACION E INFORMATICA,25,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18,,,,5.7,6.4,4.7,5.6
406,INGENIERIA CIVIL INDUSTRIAL,16,8,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28:12,,,7.0,7.0,7.0,7.0
407,INGENIERIA CIVIL INDUSTRIAL,22,3,0,0,17,22,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44,,,7.0,6.7,7.0,6.9
408,INGENIERIA CIVIL INDUSTRIAL,12,5,0,0,12,27,:25:4:23:0:3:42:32:18,:6:1:44:37,,,4.5,5.2,4.8,4.8
409,INGENIERIA EN COMPUTACION E INFORMATICA,20,13,0,0,21,10,:25:17:4:26:29:23:0:22:10:3:42:13,:6:1:44:37:28:12:21:38:8,,,6.4,6.5,6.4,6.4
410,INGENIERIA CIVIL INFORMATICA,26,6,0,0,20,11,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:1:44:28:9,,,4.7,5.8,6.0,5.5
411,INGENIERIA CIVIL INFORMATICA,19,1,0,0,14,17,:25:17:4:26:29:23:22:10:3:42:7:32:35,:44,,,5.3,6.1,5.1,5.5
412,INGENIERIA CIVIL INDUSTRIAL,19,4,0,0,22,17,:25:17:4:26:29:23:0:22:10:42:32:18,:6:1:44:38,,,6.3,6.4,5.9,6.2
413,INGENIERIA CIVIL INDUSTRIAL,20,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:35,:1:44,,,6.9,5.7,6.5,6.4
415,INGENIERIA CIVIL INFORMATICA,20,2,0,0,20,19,:25:17:4:26:29:23:0:22:10:3:42:32:18,:37,,,6.4,6.6,6.8,6.6
416,INGENIERIA CIVIL INFORMATICA,18,13,0,0,21,18,:25:17:4:26:29:23:0:22:10:3:42:32,:6:1:44:37:28:12:21:9:2,,,5.8,6.9,6.1,6.3
417,INGENIERIA CIVIL INDUSTRIAL,17,6,0,0,24,15,:25:17:4:26:29:23:22:10:42:32:35,:6:1:44:37:12,,,6.8,6.3,6.4,6.5
418,INGENIERIA CIVIL INDUSTRIAL,15,7,0,0,15,16,:25:17:4:26:29:0:22:10:3:42,:6:1:44:37:28,,,7.0,6.9,6.6,6.8
419,INGENIERIA EN COMPUTACION E INFORMATICA,18,6,0,0,16,15,:25:17:4:26:29:23:22:10:3:42:32:35,:6:44:37:28,,,6.4,5.6,5.8,5.9
420,INGENIERIA EN COMPUTACION E INFORMATICA,19,1,0,0,12,19,:17:4:26:29:23:22:10:3:42:32:13,:44,,,7.0,6.7,6.7,6.7
421,INGENIERIA CIVIL INDUSTRIAL,17,3,0,0,14,25,:25:17:4:26:29:23:0:22:10:32:18,:37:9,,,5.2,6.4,6.2,5.9
422,INGENIERIA CIVIL INDUSTRIAL,18,1,0,0,12,27,:25:17:4:26:29:23:0:42:32:18:35,:1,,,5.0,4.0,5.8,4.9
424,INGENIERIA CIVIL INFORMATICA,20,5,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:35,:6:1:44:28,,,6.8,6.2,6.6,6.5
425,INGENIERIA INDUSTRIAL,18,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:3:42:18,,,,6.4,6.6,5.1,6.0
426,INGENIERIA EN COMPUTACION E INFORMATICA,22,8,0,0,20,27,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:37:28:38,,,6.9,6.5,6.4,6.6
427,INGENIERIA EN COMPUTACION E INFORMATICA,24,6,0,0,18,21,:25:17:4:26:29:23:22:10:3:42:32:13:18:35,:6:44:37:28,,,5.3,6.5,5.6,5.8
428,INGENIERIA CIVIL INDUSTRIAL,23,3,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:1:44:38,,,7.0,6.0,7.0,6.7
429,INGENIERIA CIVIL INDUSTRIAL,19,3,0,0,15,16,:25:17:4:26:29:0:10:3:42:32:18:35,:6:1:44,,,5.5,6.8,5.5,5.9
430,INGENIERIA CIVIL INDUSTRIAL,18,13,0,0,15,16,:25:17:4:26:29:0:22:10:32:13,:11:37:28:8:48,,,6.8,5.5,4.0,5.4
431,INGENIERIA CIVIL INDUSTRIAL,18,11,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:18,:6:1:44:11:37:28:12,,,6.0,7.0,6.0,6.4
432,INGENIERIA CIVIL INFORMATICA,25,12,0,0,30,9,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:35,:6:1:44:37:28:12:21:38:9,,,5.0,6.2,6.3,5.8
433,INGENIERIA CIVIL INFORMATICA,26,6,0,0,19,12,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,:6:44:37:28,,,5.8,5.3,6.1,5.9
434,INGENIERIA CIVIL INFORMATICA,7,0,0,0,5,11,:25:17:4:26:29,,,,6.6,5.1,6.2,6.0
435,INGENIERIA CIVIL INFORMATICA,20,6,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:35,:6:44:37:21,,,6.2,6.6,6.2,6.3
436,INGENIERIA CIVIL INFORMATICA,14,6,0,0,15,16,:25:17:4:26:29:23:22:10:3:42,:6:1:44:37:12,,,6.3,6.5,6.0,4.9
437,INGENIERIA CIVIL INFORMATICA,22,2,0,0,21,18,:25:17:4:26:29:23:0:22:10:3:42:32:13,:37,,,6.3,4.9,5.8,5.7
438,INGENIERIA EN COMPUTACION E INFORMATICA,11,0,0,0,16,23,:25:17:4:26:23:3:42:32,,,,5.9,5.8,5.1,5.6
440,INGENIERIA CIVIL INDUSTRIAL,20,5,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:18,:6:1:44:28,,,6.6,7.0,6.8,6.8
441,INGENIERIA CIVIL INDUSTRIAL,21,3,0,0,16,15,:25:17:4:26:29:0:22:10:3:42:32:18:35,:6:1:44,,,6.0,4.0,5.7,5.2
442,INGENIERIA CIVIL INFORMATICA,19,5,0,0,16,15,:25:17:4:26:29:0:22:10:3:42:32:35,:6:1:44:37,,,6.6,6.4,7.0,6.7
443,INGENIERIA CIVIL INFORMATICA,27,15,0,0,26,18,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,4.6,6.0,6.4,6.3
444,INGENIERIA EN COMPUTACION E INFORMATICA,16,11,0,0,22,17,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28:12:38:8,,,7.0,6.0,5.5,6.2
445,INGENIERIA CIVIL INFORMATICA,27,15,0,0,26,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,6.5,5.6,6.4,6.2
447,INGENIERIA CIVIL INDUSTRIAL,7,11,0,0,12,19,:25:17:4:26:22,:6:1:44:11:37:28:12,,,5.9,4.6,4.6,5.9
448,INGENIERIA CIVIL INDUSTRIAL,13,4,0,0,13,26,:25:17:4:26:29:23:0:22:10,:1:44:28,,,5.8,5.2,4.8,5.3
449,INGENIERIA EN COMPUTACION E INFORMATICA,20,3,0,0,17,22,:25:17:4:26:29:23:0:22:10:3:42:18:35,:44:37,,,6.7,6.1,5.7,6.2
450,INGENIERIA EN COMPUTACION E INFORMATICA,9,0,0,0,6,33,:25:17:26:29:0:10,,,,6.0,6.4,3.1,5.2
451,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,9,22,:25:17:4:26:29:22:10:3:42,,,,6.9,6.2,6.8,6.6
453,INGENIERIA EN COMPUTACION E INFORMATICA,22,5,0,0,17,14,:25:17:4:26:29:23:0:22:10:3:42:32:13,:6:1:44:37,,,7.0,6.8,6.4,6.7
454,INGENIERIA CIVIL INFORMATICA,16,4,0,0,15,16,:25:17:4:26:23:0:22:10:3:32:35,:6:1:44:38,,,6.4,4.9,4.6,5.3
455,INGENIERIA CIVIL INFORMATICA,22,4,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42:32:18:35,:6:1:44:9,,,7.0,4.9,6.0,6.0
456,INGENIERIA CIVIL INFORMATICA,20,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:44,,,6.8,5.9,6.8,6.5
457,INGENIERIA EN COMPUTACION E INFORMATICA,20,19,0,0,24,7,:25:17:4:26:29:23:0:22:10:3:42:18:35,:6:1:44:11:37:28:12:38:48:9:2,,,5.4,6.0,6.4,5.6
458,INGENIERIA CIVIL INFORMATICA,16,13,0,0,19,20,:25:17:4:26:29:23:0:22:10:3:42,:6:44:11:37:28:12:38:8,,,7.0,6.2,6.4,6.5
460,INGENIERIA CIVIL INDUSTRIAL,9,7,0,0,13,26,:25:17:4:23:22:10:3:7,:6:1:44:37:28,,,6.3,5.5,5.1,5.6
461,INGENIERIA EN COMPUTACION E INFORMATICA,23,7,0,0,20,11,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,:6:1:44:37:28,,,6.1,6.0,5.7,5.9
462,INGENIERIA EN COMPUTACION E INFORMATICA,27,17,0,0,27,4,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:8:9,,,6.6,6.1,6.2,6.3
463,INGENIERIA EN COMPUTACION E INFORMATICA,26,6,0,0,27,12,:25:17:4:26:29:0:22:10:3:42:7:32:13:18:35,:6:1:44:37:38,,,5.5,5.8,5.8,5.7
464,INGENIERIA CIVIL INFORMATICA,27,19,0,0,34,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:8:9:2,,,6.8,5.7,6.8,6.4
465,INGENIERIA EN COMPUTACION E INFORMATICA,22,2,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:42:32:13,:1:44,,,4.0,4.8,4.8,4.0
466,INGENIERIA CIVIL INDUSTRIAL,16,10,0,0,18,13,:25:17:4:26:29:23:0:22:10:3:42,:6:1:44:37:28:12:21,,,6.8,7.0,7.0,6.9
922,INGENIERIA CIVIL INDUSTRIAL,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:3,,,,4.0,,,
923,INGENIERIA CIVIL INDUSTRIAL,20,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:42,,,,4.0,,,
924,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,11,:25:17:4:26:0,,,,4.0,,,
925,INGENIERIA CIVIL INDUSTRIAL,1,0,0,0,1,15,:25,,,,4.0,,,
926,INGENIERIA CIVIL INDUSTRIAL,3,0,0,0,3,13,:25:17:4,,,,4.0,,,
927,INGENIERIA EN COMPUTACION E INFORMATICA,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,4.0,,,
928,INGENIERIA EN COMPUTACION E INFORMATICA,3,0,0,0,3,13,:25:17:4,,,,4.0,,,
930,INGENIERIA INDUSTRIAL,24,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:13,,,,4.0,,,
931,INGENIERIA EN COMPUTACION E INFORMATICA,19,0,0,0,10,6,:17:4:26:29:23:0:22:10:3:42,,,,4.0,,,
932,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,7,9,:25:17:4:29:23:22:35,,,,4.0,,,
933,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,4.0,,,
934,INGENIERIA CIVIL INFORMATICA,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,4.0,,,
935,INGENIERIA CIVIL INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:18,,,,4.0,,,
936,INGENIERIA CIVIL INDUSTRIAL,17,0,0,0,10,21,:25:17:4:26:29:23:0:22:10:3,,,,4.0,,,
938,INGENIERIA INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,4.0,,,
939,INGENIERIA EN COMPUTACION E INFORMATICA,18,0,0,0,10,6,:25:17:4:26:29:22:10:32:13:18,,,,4.0,,,
940,INGENIERIA CIVIL INFORMATICA,14,0,0,0,7,24,:17:4:23:22:3:42:18,,,,4.0,,,
941,INGENIERIA CIVIL INDUSTRIAL,11,0,0,0,6,10,:25:17:4:23:22:35,,,,4.0,,,
942,INGENIERIA EN COMPUTACION E INFORMATICA,7,0,0,0,5,26,:25:17:4:26:29,,,,4.0,,,
943,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,8,8,:25:17:4:26:29:23:22:10,,,,4.0,,,
944,INGENIERIA CIVIL INFORMATICA,13,0,0,0,9,7,:25:17:4:26:29:0:10:7:32,,,,4.0,,,
945,INGENIERIA EN COMPUTACION E INFORMATICA,14,0,0,0,8,8,:25:17:4:26:29:23:0:22,,,,4.0,,,
947,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,7,9,:25:17:4:29:23:22:35,,,,4.0,,,
948,INGENIERIA CIVIL INFORMATICA,10,0,0,0,7,9,:25:17:4:26:29:22:10,,,,4.0,,,
949,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:3:42:7:18,,,,4.0,,,
950,INGENIERIA CIVIL INFORMATICA,20,0,0,0,10,21,:17:4:26:29:0:22:10:42:32:13,,,,4.0,,,
951,INGENIERIA EN COMPUTACION E INFORMATICA,5,0,0,0,4,12,:25:17:4:26,,,,4.0,,,
953,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,9,:25:17:4:26:29:23:22,,,,4.0,,,
954,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,4.0,,,
955,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:32,,,,4.1,,,
957,INGENIERIA CIVIL INDUSTRIAL,8,0,0,0,6,10,:25:17:4:29:22:10,,,,4.1,,,
958,INGENIERIA CIVIL INDUSTRIAL,9,0,0,0,6,10,:25:17:4:26:29:22,,,,4.1,,,
959,INGENIERIA EN COMPUTACION E INFORMATICA,10,0,0,0,6,10,:25:17:4:29:22:35,,,,4.1,,,
960,INGENIERIA CIVIL INDUSTRIAL,13,0,0,0,7,9,:25:17:4:23:0:22:35,,,,4.1,,,
962,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,9,:25:17:4:26:29:23:22,,,,4.2,,,
963,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,7,9,:25:17:4:26:29:22:10,,,,4.2,,,
964,INGENIERIA EN COMPUTACION E INFORMATICA,10,0,0,0,5,11,:25:17:23:22:42,,,,4.2,,,
965,INGENIERIA EN COMPUTACION E INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,4.2,,,
966,INGENIERIA INDUSTRIAL,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.2,,,
967,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,8,8,:25:17:4:26:29:0:22:10,,,,4.2,,,
968,INGENIERIA CIVIL INDUSTRIAL,22,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:3:42:32,,,,4.2,,,
969,INGENIERIA CIVIL INFORMATICA,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,4.2,,,
970,INGENIERIA EN COMPUTACION E INFORMATICA,23,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:3:42:7:18,,,,4.2,,,
971,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.2,,,
972,INGENIERIA INDUSTRIAL,19,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:18,,,,4.2,,,
973,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,11,:25:17:4:0:3,,,,4.2,,,
974,INGENIERIA EN COMPUTACION E INFORMATICA,29,0,0,0,14,17,:25:17:4:26:29:23:0:22:10:3:42:32:13:35,,,,4.3,,,
975,INGENIERIA CIVIL INDUSTRIAL,18,0,0,0,11,20,:25:17:4:26:29:23:0:22:10:3:7,,,,4.3,,,
976,INGENIERIA EN COMPUTACION E INFORMATICA,27,0,0,0,13,3,:25:17:4:26:29:23:0:22:3:42:32:13:18,,,,4.3,,,
977,INGENIERIA CIVIL INDUSTRIAL,3,0,0,0,3,13,:25:17:4,,,,4.3,,,
978,INGENIERIA CIVIL INDUSTRIAL,17,0,0,0,10,21,:25:17:4:26:29:23:0:22:10:3,,,,4.3,,,
979,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,7,24,:17:26:29:23:22:3:42,,,,4.3,,,
980,INGENIERIA EN COMPUTACION E INFORMATICA,21,0,0,0,12,4,:25:17:4:26:29:23:0:22:10:3:42:7,,,,4.3,,,
981,INGENIERIA EN COMPUTACION E INFORMATICA,9,0,0,0,7,40,:25:25:17:4:4:29:22,,,,4.3,,,
982,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,7,24,:25:17:4:26:23:22:3,,,,4.3,,,
983,INGENIERIA EN COMPUTACION E INFORMATICA,11,0,0,0,7,9,:25:17:4:26:29:0:22,,,,4.3,,,
984,INGENIERIA EN COMPUTACION E INFORMATICA,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,4.3,,,
985,INGENIERIA EN COMPUTACION E INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.3,,,
986,INGENIERIA CIVIL INDUSTRIAL,19,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:18,,,,4.3,,,
987,INGENIERIA EN COMPUTACION E INFORMATICA,24,0,0,0,13,18,:25:17:4:26:29:23:0:22:10:7:32:13:18,,,,4.3,,,
988,INGENIERIA CIVIL INDUSTRIAL,23,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:7:32:18:35,,,,4.4,,,
989,INGENIERIA CIVIL INFORMATICA,12,0,0,0,7,9,:17:4:29:23:0:22:10,,,,4.4,,,
990,INGENIERIA CIVIL INFORMATICA,38,6,0,0,28,35,:25:25:17:17:4:4:26:26:29:23:23:0:0:22:22:10:10:3:3:42:42:32:18,:6:1:44:28:38,,,4.4,,,
991,INGENIERIA CIVIL INDUSTRIAL,16,0,0,0,10,21,:25:17:4:26:29:0:22:10:3:18,,,,4.4,,,
992,INGENIERIA CIVIL INFORMATICA,22,0,0,0,12,19,:25:17:4:26:29:23:0:22:10:3:42:32,,,,4.4,,,
993,INGENIERIA CIVIL INFORMATICA,11,0,0,0,8,23,:25:17:4:26:22:10:7:18,,,,4.4,,,
994,INGENIERIA EN COMPUTACION E INFORMATICA,5,0,0,0,4,12,:17:4:29:10,,,,4.4,,,
995,INGENIERIA EN COMPUTACION E INFORMATICA,16,0,0,0,10,6,:25:17:4:26:29:23:0:10:7:32,,,,4.4,,,
996,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.4,,,
997,INGENIERIA CIVIL INFORMATICA,16,0,0,0,10,6,:25:17:4:26:29:23:0:22:10:7,,,,4.4,,,
998,INGENIERIA CIVIL INDUSTRIAL,10,0,0,0,6,10,:25:17:4:26:29:23,,,,4.5,,,
999,INGENIERIA INDUSTRIAL,8,0,0,0,5,26,:17:4:26:29:22,,,,4.5,,,
1000,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,11,:25:17:4:26:29,,,,4.5,,,
1001,INGENIERIA CIVIL INDUSTRIAL,3,0,0,0,3,28,:25:17:4,,,,4.5,,,
1002,INGENIERIA CIVIL INDUSTRIAL,12,0,0,0,8,23,:25:17:4:26:29:0:22:10,,,,4.5,,,
1003,INGENIERIA CIVIL INDUSTRIAL,9,0,0,0,6,25,:25:17:4:26:29:22,,,,4.5,,,
1004,INGENIERIA EN COMPUTACION E INFORMATICA,24,0,0,0,13,3,:25:17:4:26:29:23:0:22:10:7:32:13:18,,,,4.5,,,
1005,INGENIERIA EN COMPUTACION E INFORMATICA,4,0,0,0,3,13,:25:4:26,,,,4.5,,,
1006,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,9,7,:25:17:4:26:23:22:10:32:13,,,,4.5,,,
1007,INGENIERIA INDUSTRIAL,20,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:42,,,,4.6,,,
1008,INGENIERIA CIVIL INFORMATICA,29,0,0,0,15,1,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,4.6,,,
1009,INGENIERIA CIVIL INFORMATICA,32,32,0,0,26,5,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,:6:1:44:11:37:28:12:21:38:9,,,4.6,,,
1010,INGENIERIA CIVIL INFORMATICA,29,0,0,0,15,16,:25:17:4:26:29:23:0:22:10:3:7:32:13:18:35,,,,4.6,,,
1011,INGENIERIA CIVIL INDUSTRIAL,7,0,0,0,5,26,:25:17:4:29:22,,,,4.6,,,
1013,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.6,,,
1014,INGENIERIA CIVIL INFORMATICA,18,2,0,0,11,20,:25:17:4:26:29:0:22:10:32:13,:1,,,4.6,,,
1015,INGENIERIA CIVIL INDUSTRIAL,19,0,0,0,11,5,:25:17:4:26:29:23:0:22:10:3:18,,,,4.6,,,
1016,INGENIERIA CIVIL INFORMATICA,8,0,0,0,5,26,:17:4:29:22:3,,,,4.6,,,
1017,INGENIERIA CIVIL INFORMATICA,30,0,0,0,15,1,:25:17:4:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.6,,,
1018,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.6,,,
1019,INGENIERIA CIVIL INDUSTRIAL,16,0,0,0,9,7,:25:17:4:26:29:23:0:10:35,,,,4.6,,,
1020,INGENIERIA EN COMPUTACION E INFORMATICA,17,0,0,0,9,7,:25:17:4:26:29:23:0:22:35,,,,4.6,,,
1021,INGENIERIA CIVIL INFORMATICA,12,0,0,0,7,9,:25:17:4:26:29:23:22,,,,4.6,,,
1022,INGENIERIA EN COMPUTACION E INFORMATICA,24,0,0,0,12,19,:25:17:26:29:23:0:22:10:3:32:13:18,,,,4.6,,,
1023,INGENIERIA CIVIL INFORMATICA,26,0,0,0,13,18,:25:17:4:23:22:10:3:42:7:32:13:18:35,,,,4.6,,,
1024,INGENIERIA CIVIL INDUSTRIAL,21,0,0,0,11,20,:25:17:4:26:0:22:10:3:42:32:13,,,,4.6,,,
1025,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,9,7,:25:17:4:26:29:23:0:22:10,,,,4.7,,,
1026,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.7,,,
1027,INGENIERIA EN COMPUTACION E INFORMATICA,9,0,0,0,6,10,:25:17:4:26:29:32,,,,4.7,,,
1028,INGENIERIA CIVIL INDUSTRIAL,15,0,0,0,10,6,:25:17:4:26:29:0:22:10:7:32,,,,4.7,,,
1029,INGENIERIA CIVIL INFORMATICA,32,0,0,0,16,15,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,4.7,,,
